,name,address,Website,Type,Size,city,state,zipcode,associates,Profit,Sector
1739,Reinhardt College,"7300 Reinhardt College Circle, Waleska, Georgia 30183-2981",www.reinhardt.edu,"4-year, Private not-for-profit",1047.0, Waleska,Georgia,30183-2981,0,Not-For-Profit,Private
1740,Remington College-Colorado Springs Campus,"6050 Erin Park Drive, Colorado Springs, Colorado 80918-3401",www.remingtoncollege.edu,"4-year, primarily associate's, Private for-profit",188.0, Colorado Springs,Colorado,80918-3401,1,For-Profit,Private
1741,Remington College-Honolulu Campus,"1111 Bishop St Ste 400, Honolulu, Hawaii 96813-2811",WWW.REMINGTONCOLLEGE.EDU,"4-year, primarily associate's, Private for-profit",557.0, Honolulu,Hawaii,96813-2811,1,For-Profit,Private
1742,Remington College-Largo Campus,"8550 Ulmerton Rd Unit 100, Largo, Florida 33771-3842",www.remingtoncollege.edu,"4-year, primarily associate's, Private for-profit",168.0, Largo,Florida,33771-3842,1,For-Profit,Private
1743,Remington College-Memphis Campus,"2710 Nonconnah Blvd, Memphis, Tennessee 38132",www.remingtoncollege.edu,"4-year, primarily associate's, Private for-profit",922.0, Memphis,Tennessee,38132,1,For-Profit,Private
1744,Remington College-Mobile Campus,"828 Downtowner Loop W, Mobile, Alabama 36609",www.remingtoncollege.edu,"4-year, primarily associate's, Private for-profit",540.0, Mobile,Alabama,36609,1,For-Profit,Private
1745,Remington College-San Diego Campus,"123 Camino de La Reina Ste 100 N, San Diego, California 92108",www.remingtoncollege.edu/,"4-year, primarily associate's, Private for-profit",162.0, San Diego,California,92108,1,For-Profit,Private
1746,Remington College-Tampa Campus,"2410 E Busch Blvd, Tampa, Florida 33612-8410",WWW.REMINGTONCOLLEGE.EDU,"4-year, primarily associate's, Private for-profit",314.0, Tampa,Florida,33612-8410,1,For-Profit,Private
1747,Rensselaer Hartford Graduate Center Inc,"275 Windsor St, Hartford, Connecticut 06120",www.rpi.edu/ewp/hartford,"4-year, Private not-for-profit",741.0, Hartford,Connecticut,06120,0,Not-For-Profit,Private
1748,Rensselaer Polytechnic Institute,"110 8th St, Troy, New York 12180-3590",www.rpi.edu,"4-year, Private not-for-profit",6777.0, Troy,New,York 12180-3590,0,Not-For-Profit,Private
1749,Research College of Nursing,"2525 E. Meyer Boulevard, Kansas City, Missouri 64132-1199",www.researchcollege.edu,"4-year, Private for-profit",382.0, Kansas City,Missouri,64132-1199,0,For-Profit,Private
1750,Rhode Island College,"600 Mount Pleasant Ave, Providence, Rhode Island 02908",www.ric.edu,"4-year, Public",9085.0, Providence,Rhode,Island 02908,0,Not-For-Profit,Private
1751,Rhode Island School of Design,"2 College St, Providence, Rhode Island 02903",www.risd.edu,"4-year, Private not-for-profit",2352.0, Providence,Rhode,Island 02903,0,Not-For-Profit,Private
1752,Rhodes College,"2000 North Parkway, Memphis, Tennessee 38112-1690",www.rhodes.edu,"4-year, Private not-for-profit",1678.0, Memphis,Tennessee,38112-1690,0,Not-For-Profit,Private
1753,Rice University,"6100 S Main, Houston, Texas 77005-1827",www.rice.edu,"4-year, Private not-for-profit",5357.0, Houston,Texas,77005-1827,0,Not-For-Profit,Private
1754,Richmont Graduate University,"1815 McCallie Ave, Chattanooga, Tennessee 37404",www.psy.edu,"4-year, Private not-for-profit",268.0, Chattanooga,Tennessee,37404,0,Not-For-Profit,Private
1755,Rider University,"2083 Lawrence Road, Lawrenceville, New Jersey 08648-3099",www.rider.edu,"4-year, Private not-for-profit",5974.0, Lawrenceville,New,Jersey 08648-3099,0,Not-For-Profit,Private
1756,Ringling College of Art and Design,"2700 North Tamiami Tr, Sarasota, Florida 34234-5895",www.ringling.edu,"4-year, Private not-for-profit",1229.0, Sarasota,Florida,34234-5895,0,Not-For-Profit,Private
1757,Ripon College,"300 Seward St, Ripon, Wisconsin 54971-0248",www.ripon.edu,"4-year, Private not-for-profit",1057.0, Ripon,Wisconsin,54971-0248,0,Not-For-Profit,Private
1758,Rivier College,"420 South Main St, Nashua, New Hampshire 03060",www.rivier.edu,"4-year, Private not-for-profit",2199.0, Nashua,New,Hampshire 03060,0,Not-For-Profit,Private
1759,Roanoke Bible College,"715 N Poindexter St, Elizabeth City, North Carolina 27909-4054",www.roanokebible.edu,"4-year, Private not-for-profit",153.0, Elizabeth City,North,Carolina 27909-4054,0,Not-For-Profit,Private
1760,Roanoke College,"221 College Ln, Salem, Virginia 24153-3794",www.roanoke.edu,"4-year, Private not-for-profit",2021.0, Salem,Virginia,24153-3794,0,Not-For-Profit,Private
1761,Robert Morris College,"401 S State Street, Chicago, Illinois 60605",www.robertmorris.edu/,"4-year, primarily associate's, Private not-for-profit",4590.0, Chicago,Illinois,60605,1,Not-For-Profit,Private
1762,Robert Morris University,"6001 University Boulevard, Moon Township, Pennsylvania 15108-1189",www.rmu.edu,"4-year, Private not-for-profit",4815.0, Moon Township,Pennsylvania,15108-1189,0,Not-For-Profit,Private
1763,Roberts Wesleyan College,"2301 Westside Dr, Rochester, New York 14624",WWW.Roberts.edu,"4-year, Private not-for-profit",1902.0, Rochester,New,York 14624,0,Not-For-Profit,Private
1764,Rochester College,"800 W Avon Rd, Rochester Hills, Michigan 48307",www.rc.edu,"4-year, Private not-for-profit",901.0, Rochester Hills,Michigan,48307,0,Not-For-Profit,Private
1765,Rochester General Hospital School of Medical Technology,"1425 Portland Ave, Rochester, New York 14621",www.viahealth.org,"4-year, Private not-for-profit",12.0, Rochester,New,York 14621,0,Not-For-Profit,Private
1766,Rochester Institute of Technology,"1 Lomb Memorial Dr, Rochester, New York 14623-5603",www.rit.edu/,"4-year, Private not-for-profit",15055.0, Rochester,New,York 14623-5603,0,Not-For-Profit,Private
1767,Rockefeller University,"1230 York Ave, New York, New York 10065-6399",www.rockefeller.edu,"4-year, Private not-for-profit",207.0, New York,New,York 10065-6399,0,Not-For-Profit,Private
1768,Rockford College,"5050 E State St, Rockford, Illinois 61108-2393",www.rockford.edu,"4-year, Private not-for-profit",1388.0, Rockford,Illinois,61108-2393,0,Not-For-Profit,Private
1769,Rockhurst University,"1100 Rockhurst Rd, Kansas City, Missouri 64110-2561",www.rockhurst.edu,"4-year, Private not-for-profit",3086.0, Kansas City,Missouri,64110-2561,0,Not-For-Profit,Private
1770,Rocky Mountain College,"1511 Poly Drive, Billings, Montana 59102-1796",www.rocky.edu,"4-year, Private not-for-profit",661.0, Billings,Montana,59102-1796,0,Not-For-Profit,Private
1771,Rocky Mountain College of Art and Design,"1600 Pierce St, Denver, Colorado 80214",www.rmcad.edu,"4-year, Private for-profit",573.0, Denver,Colorado,80214,0,For-Profit,Private
1772,Roger Williams University,"One Old Ferry Rd, Bristol, Rhode Island 02809-2923",www.rwu.edu,"4-year, Private not-for-profit",4609.0, Bristol,Rhode,Island 02809-2923,0,Not-For-Profit,Private
1773,Roger Williams University School of Law,"Ten Metacom Ave, Bristol, Rhode Island 02809-5171",law.rwu.edu/,"4-year, Private not-for-profit",551.0, Bristol,Rhode,Island 02809-5171,0,Not-For-Profit,Private
1774,Rogers State University,"1701 W Will Rogers Blvd, Claremore, Oklahoma 74017-3252",www.rsu.edu,"4-year, primarily associate's, Public",3913.0, Claremore,Oklahoma,74017-3252,1,Not-For-Profit,Private
1775,Rollins College,"1000 Holt Ave, Winter Park, Florida 32789-4499",www.rollins.edu,"4-year, Private not-for-profit",3259.0, Winter Park,Florida,32789-4499,0,Not-For-Profit,Private
1776,Roosevelt University,"430 S Michigan Ave, Chicago, Illinois 60605-1394",www.roosevelt.edu,"4-year, Private not-for-profit",7692.0, Chicago,Illinois,60605-1394,0,Not-For-Profit,Private
1777,Rosalind Franklin University of Medicine and Science,"3333 Green Bay Rd, North Chicago, Illinois 60064",www.rosalindfranklin.edu,"4-year, Private not-for-profit",1790.0, North Chicago,Illinois,60064,0,Not-For-Profit,Private
1778,Rose-Hulman Institute of Technology,"5500 Wabash Avenue, Terre Haute, Indiana 47803-3999",www.rose-hulman.edu,"4-year, Private not-for-profit",1923.0, Terre Haute,Indiana,47803-3999,0,Not-For-Profit,Private
1779,Rosemont College,"1400 Montgomery Ave, Rosemont, Pennsylvania 19010-1699",www.rosemont.edu,"4-year, Private not-for-profit",903.0, Rosemont,Pennsylvania,19010-1699,0,Not-For-Profit,Private
1780,Rowan University,"201 Mullica Hill Road, Glassboro, New Jersey 08028",www.rowan.edu,"4-year, Public",10270.0, Glassboro,New,Jersey 08028,0,Not-For-Profit,Private
1781,Rush University,"600 S. Paulina St. STE 440, Chicago, Illinois 60612",WWW.RUSHU.RUSH.EDU,"4-year, Private not-for-profit",1731.0, Chicago,Illinois,60612,0,Not-For-Profit,Private
1782,Russell Sage College,"45 Ferry St, Troy, New York 12180",www.sage.edu,"4-year, Private not-for-profit",699.0, Troy,New,York 12180,0,Not-For-Profit,Private
1783,Rust College,"150 Rust Ave, Holly Springs, Mississippi 38635",www.rustcollege.edu,"4-year, Private not-for-profit",942.0, Holly Springs,Mississippi,38635,0,Not-For-Profit,Private
1784,Rutgers University-Camden,"406 Penn, Camden, New Jersey 08102",www.rutgers.edu,"4-year, Public",5398.0, Camden,New,Jersey 08102,0,Not-For-Profit,Private
1785,Rutgers University-New Brunswick,"83 Somerset St, New Brunswick, New Jersey 08901-1281",www.rutgers.edu/,"4-year, Public",36041.0, New Brunswick,New,Jersey 08901-1281,0,Not-For-Profit,Private
1786,Rutgers University-Newark,"249 University Avenue, Blumenthal Hall, Newark, New Jersey 07102",www.rutgers.edu,"4-year, Public",11032.0, Newark,New,Jersey 07102,0,Not-For-Profit,Private
1787,Sacred Heart Major Seminary,"2701 Chicago Blvd, Detroit, Michigan 48206-1799",WWW.SHMS.EDU,"4-year, Private not-for-profit",426.0, Detroit,Michigan,48206-1799,0,Not-For-Profit,Private
1788,Sacred Heart School of Theology,"7335 S Hwy 100, Franklin, Wisconsin 53132",www.shst.edu,"4-year, Private not-for-profit",120.0, Franklin,Wisconsin,53132,0,Not-For-Profit,Private
1789,Sacred Heart University,"5151 Park Ave, Fairfield, Connecticut 06825-1000",www.sacredheart.edu,"4-year, Private not-for-profit",5958.0, Fairfield,Connecticut,06825-1000,0,Not-For-Profit,Private
1790,Sage College of Albany,"140 New Scotland Ave, Albany, New York 12208",www.sage.edu,"4-year, Private not-for-profit",1936.0, Albany,New,York 12208,0,Not-For-Profit,Private
1791,Saginaw Valley State University,"7400 Bay Rd, University Center, Michigan 48710",www.svsu.edu,"4-year, Public",9837.0, University Center,Michigan,48710,0,Not-For-Profit,Private
1792,Saint Ambrose University,"518 W Locust St, Davenport, Iowa 52803-2898",www.sau.edu,"4-year, Private not-for-profit",3794.0, Davenport,Iowa,52803-2898,0,Not-For-Profit,Private
1793,Saint Anselm College,"100 Saint Anselm Drive, Manchester, New Hampshire 03102-1310",www.anselm.edu,"4-year, Private not-for-profit",1900.0, Manchester,New,Hampshire 03102-1310,0,Not-For-Profit,Private
1794,Saint Anthony College of Nursing,"5658 E State St, Rockford, Illinois 61108-2468",sacn.edu,"4-year, Private not-for-profit",201.0, Rockford,Illinois,61108-2468,0,Not-For-Profit,Private
1795,Saint Augustine College,"1333-45 W Argyle, Chicago, Illinois 60640-3593",www.staugustine.edu,"4-year, primarily associate's, Private not-for-profit",1263.0, Chicago,Illinois,60640-3593,1,Not-For-Profit,Private
1796,Saint Augustines College,"1315 Oakwood Avenue, Raleigh, North Carolina 27610-2298",www.st-aug.edu,"4-year, Private not-for-profit",1451.0, Raleigh,North,Carolina 27610-2298,0,Not-For-Profit,Private
1797,Saint Bonaventure University,"Route 417, Saint Bonaventure, New York 14778",www.sbu.edu,"4-year, Private not-for-profit",2406.0, Saint Bonaventure,New,York 14778,0,Not-For-Profit,Private
1798,Saint Catharine College,"2735 Bardstown Rd, Saint Catharine, Kentucky 40061",www.sccky.edu,"4-year, primarily associate's, Private not-for-profit",768.0, Saint Catharine,Kentucky,40061,1,Not-For-Profit,Private
1799,Saint Charles Borromeo Seminary-Overbrook,"100 East Wynnewood Road, Wynnewood, Pennsylvania 19096",www.scs.edu,"4-year, Private not-for-profit",243.0, Wynnewood,Pennsylvania,19096,0,Not-For-Profit,Private
1800,Saint Cloud State University,"720 Fourth Ave. South, Saint Cloud, Minnesota 56301-4498",www.stcloudstate.edu,"4-year, Public",17430.0, Saint Cloud,Minnesota,56301-4498,0,Not-For-Profit,Private
1801,Saint Edward's University,"3001 S Congress Ave, Austin, Texas 78704",www.stedwards.edu,"4-year, Private not-for-profit",5348.0, Austin,Texas,78704,0,Not-For-Profit,Private
1802,Saint Francis Medical Center College of Nursing,"511 NE Greenleaf St, Peoria, Illinois 61603-3783",www.sfmccon.edu/,"4-year, Private not-for-profit",452.0, Peoria,Illinois,61603-3783,0,Not-For-Profit,Private
1803,Saint Francis University,"117 Evergreen Dr, Loretto, Pennsylvania 15940",www.francis.edu,"4-year, Private not-for-profit",2210.0, Loretto,Pennsylvania,15940,0,Not-For-Profit,Private
1804,Saint Gregorys University,"1900 W MacArthur, Shawnee, Oklahoma 74804",www.stgregorys.edu,"4-year, Private not-for-profit",745.0, Shawnee,Oklahoma,74804,0,Not-For-Profit,Private
1805,Saint John Fisher College,"3690 East Ave, Rochester, New York 14618-3597",www.sjfc.edu,"4-year, Private not-for-profit",3832.0, Rochester,New,York 14618-3597,0,Not-For-Profit,Private
1806,Saint John Vianney College Seminary,"2900 SW 87th Ave, Miami, Florida 33165-3244",sjvcs.edu,"4-year, Private not-for-profit",63.0, Miami,Florida,33165-3244,0,Not-For-Profit,Private
1807,Saint John's Seminary,"127 Lake St, Brighton, Massachusetts 02135",www.sjs.edu,"4-year, Private not-for-profit",144.0, Brighton,Massachusetts,02135,0,Not-For-Profit,Private
1808,Saint Johns University,"Collegeville, Minnesota 56321",www.csbsju.edu,"4-year, Private not-for-profit",2063.0, Minnesota 56321,,,0,Not-For-Profit,Private
1809,Saint Joseph College,"1678 Asylum Avenue, West Hartford, Connecticut 06117-2764",www.sjc.edu,"4-year, Private not-for-profit",1926.0, West Hartford,Connecticut,06117-2764,0,Not-For-Profit,Private
1810,Saint Joseph Seminary College,"75376 River Road, St. Benedict, Louisiana 70457",www.sjasc.edu,"4-year, Private not-for-profit",153.0, St. Benedict,Louisiana,70457,0,Not-For-Profit,Private
1811,Saint Josephs College,"US Highway 231, Rensselaer, Indiana 47978",www.saintjoe.edu,"4-year, Private not-for-profit",1076.0, Rensselaer,Indiana,47978,0,Not-For-Profit,Private
1812,Saint Joseph's College of Maine,"278 Whites Bridge Rd, Standish, Maine 04084-5236",www.sjcme.edu,"4-year, Private not-for-profit",2758.0, Standish,Maine,04084-5236,0,Not-For-Profit,Private
1813,Saint Josephs College-Main Campus,"245 Clinton Ave, Brooklyn, New York 11205-3688",www.sjcny.edu,"4-year, Private not-for-profit",1246.0, Brooklyn,New,York 11205-3688,0,Not-For-Profit,Private
1814,Saint Josephs College-Suffolk Campus,"155 W Roe Blvd, Patchogue, New York 11772-2399",www.sjcny.edu,"4-year, Private not-for-profit",4211.0, Patchogue,New,York 11772-2399,0,Not-For-Profit,Private
1815,Saint Josephs Seminary and College,"201 Seminary Ave, Yonkers, New York 10704-1896",www.archny.org,"4-year, Private not-for-profit",115.0, Yonkers,New,York 10704-1896,0,Not-For-Profit,Private
1816,Saint Joseph's University,"5600 City Avenue, Philadelphia, Pennsylvania 19131-1395",www.sju.edu,"4-year, Private not-for-profit",7900.0, Philadelphia,Pennsylvania,19131-1395,0,Not-For-Profit,Private
1817,Saint Leo University,"33701 State Road 52, Saint Leo, Florida 33574-6665",www.saintleo.edu,"4-year, Private not-for-profit",13731.0, Saint Leo,Florida,33574-6665,0,Not-For-Profit,Private
1818,Saint Louis Christian College,"1360 Grandview Dr, Florissant, Missouri 63033",www.slcconline.edu,"4-year, Private not-for-profit",319.0, Florissant,Missouri,63033,0,Not-For-Profit,Private
1819,Saint Louis University-Main Campus,"221 N Grand Blvd, Saint Louis, Missouri 63103-2097",www.imagine.slu.edu,"4-year, Private not-for-profit",16086.0, Saint Louis,Missouri,63103-2097,0,Not-For-Profit,Private
1820,Saint Lukes College,"8320 Ward Parkway Suite300, Kansas City, Missouri 64114",www.saint-lukes.org,"4-year, Private not-for-profit",120.0, Kansas City,Missouri,64114,0,Not-For-Profit,Private
1821,Saint Martin's University,"5300 Pacific Ave SE, Lacey, Washington 98503-7500",www.stmartin.edu,"4-year, Private not-for-profit",1659.0, Lacey,Washington,98503-7500,0,Not-For-Profit,Private
1822,Saint Mary-of-the-Woods College,"St Hwy 150, Saint Mary-Of-The-Woods, Indiana 47876-1099",www.smwc.edu,"4-year, Private not-for-profit",1580.0, Saint Mary-Of-The-Woods,Indiana,47876-1099,0,Not-For-Profit,Private
1823,Saint Mary's College,"Notre Dame, Indiana 46556",www.saintmarys.edu,"4-year, Private not-for-profit",1628.0, Indiana 46556,,,0,Not-For-Profit,Private
1824,Saint Marys College of California,"1928 Saint Marys Road, Moraga, California 94556",www.stmarys-ca.edu,"4-year, Private not-for-profit",3840.0, Moraga,California,94556,0,Not-For-Profit,Private
1825,Saint Mary's University of Minnesota,"700 Terrace Heights, Winona, Minnesota 55987-1399",www.smumn.edu,"4-year, Private not-for-profit",5611.0, Winona,Minnesota,55987-1399,0,Not-For-Profit,Private
1826,Saint Meinrad School of Theology,"200 Hill Drive, Saint Meinrad, Indiana 47577",www.saintmeinrad.edu,"4-year, Private not-for-profit",187.0, Saint Meinrad,Indiana,47577,0,Not-For-Profit,Private
1827,Saint Michaels College,"One Winooski Park, Colchester, Vermont 05439",www.smcvt.edu,"4-year, Private not-for-profit",2460.0, Colchester,Vermont,05439,0,Not-For-Profit,Private
1828,Saint Norbert College,"100 Grant St, De Pere, Wisconsin 54115-2099",www.snc.edu,"4-year, Private not-for-profit",2137.0, De Pere,Wisconsin,54115-2099,0,Not-For-Profit,Private
1829,Saint Paul School of Theology,"5123 E. Truman Rd, Kansas City, Missouri 64127",www.spst.edu,"4-year, Private not-for-profit",267.0, Kansas City,Missouri,64127,0,Not-For-Profit,Private
1830,Saint Pauls College,"115 College Drive, Lawrenceville, Virginia 23868",www.saintpauls.edu,"4-year, Private not-for-profit",644.0, Lawrenceville,Virginia,23868,0,Not-For-Profit,Private
1831,Saint Peters College,"2641 Kennedy Blvd, Jersey City, New Jersey 07306-5997",www.spc.edu,"4-year, Private not-for-profit",3111.0, Jersey City,New,Jersey 07306-5997,0,Not-For-Profit,Private
